teks,label
"Nggak ada cantik-cantik nya hahaha",yes
"Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini",yes
"ini foto apa w masukin museum aja ya ga ada pantas2nya",yes
"Nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana",yes
"Lagu lu ga ada yang laku ya mel??",yes
"Lututnya masih hitam gosok maning biar tambah cling dan cantik",yes
"Jadi diri sendiri, jangan jadi ular apalagi dugong",yes
"Cowoknya ga ada cakep cakepnya",yes
"Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya",yes
"Artis abal-abal.. Muka putih tangan hitam… ager2 ATM nya udah isi berapa sekarang",yes
"Itu muka kayak penuh tekanan banget",yes
"@rosameldianti_ cowokmu wajah nya culun dan cupu kayak om2",yes
"Kang ojek kali belang tangannya",yes
"Dia memutuskan menjadi tumbal apartment",yes
"Itu tangan apa paha haha….",yes
"Mukanya kayak lagi ngeden pas boker",yes
"Aduuh.. terlalu halu.. hhahaha lebay editan nyaa lemak kemana lemak… hahhaaa.. mimpi ketinggian..",yes
"@_dy1412 buset cantik diedit aja mba, coba dah aslinya dah kayak buntelan kentut…",yes
"atas bawah hitam putih, kek kopi luwak",yes
"Palsu badane diedit semua tu, aslinya dimana2 lemak",yes
"Udah dapat kontrak dari skincare ttp aja buluk mel",yes
"sumpah aslinya muka lo lebar kayak baskom loh mel @rosameldianti_",yes
"Astaghfirullah, seram sekali ya bun seperti ular jelmaan makhluk halus ya bun",yes
"Astaga… Ratu edit muka.. Sumpah seren kayak film setan2 gitu…..",yes
"Matanya kayak katarak anjir AHAHAH",yes
"Caption aja COPAS! Cantumin credit dong, dasar iblis",yes
"Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk",yes
"Kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya..",yes
"Kasihan ya kamu @rosameldianti_ Hidup sekali cuman buat bahan hujatan masyarakat… Mubadzir banget deh hidup lo… Napa gak bunuh diri aja?",yes
"Beda sama d foto yaa.. Disini lebar banget mukanya maaf itu kalau foto editan ya",yes
"Lupa di edit ya tu muka melar",yes
"Hiiihhh jiik lihat nih orang… auranya buruk bgt gak ada manis manisnya",yes
"Masih jauh kalo ngarep bisa ikutan kontes miss earth , makanya dari kecil les inggris biar lidahnya gak keseleo",yes
"Ya ampun ketiak dan lemaknya editan parah wkwk",yes
"Ketiaknya habis di amplas mel, alus banget",yes
"Udah diedit gitu, ketiak lu tetap hitam",yes
"Mukanya kuning banget kaya kunyit",yes
"Perasaan kemarin lengannya kekar banget kek petinju, udah gitu ketiaknya juga hitam. Kok difoto ini lengannya jadi kecil, ketiaknya putih kek dibedakin",yes
"Biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin",yes
"Sumpah demi apapun.. Lengan nya gede banget",yes
"Selamat ulang tahun panjang umur sampai ketemu dajjal",yes
"Ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu, dasar Dugong @rosameldianti_",yes
"Di atm tinggal 150 ribu aja banyak gaya lu dugong",yes
"Gak ada bagus2nya suara dan polanya….",yes
"Si Meldi jelek aja banyak gaya. Beda banget sm tante n sepupunya yang udah jelas2 cantik",yes
"Ngedit ketiaknya berapa lah dah itu ya ampe ngeblur pisan.. Putihnya kek cat tembok",yes
"Aduh dugong masih aja gila filter….",yes
"Sekarang bukan muka aja yang didempul, tapi ketiak juga",yes
"Kasian kebelet artis tapi gak punya bakat",yes
"Yang merasa peliharaannya lepas, tolong diangkut",yes
"Mudah mudahan lu jadi gembel. Amin ya Allah",yes
"Ketiaknya hitam dikasih bedak jadi nya abu"" monyet",yes
"Gua berharap lu aja si yg sakit bukan laura lol",yes
"Harusnya lo aja yang menderitaaa bukan lora anj!!!!!!!!!",yes
"GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA",yes
"Lu bener' ga.kalo sempet nyakitin lora gue santet!!!!!",yes
"Si gaga kok kek anjing",yes
"Gak ada cantiknya. Gila yang ada",yes
"Asli gak ada bebet bobo ni anak. kasihan sekali.",yes
"kumat… lama semedinya segini keluarnya",yes
"Tangannya hitam… beda ama muka",yes
"Kok meldi di foto aku gendut beda",yes
"Gatau sih, cantik tapi gak ada aura nya sama sekali . Cantik tapi idih gitu lihatnya , kenapa yaa ??",yes
"Gila ni siluman,, di story orang lain keliatan banget tumpukan2 lemaknya, buriknya apalagi",yes
"Dasar Bego lu.. gua jijik sama lu bro kayak gak punya otak banget",yes
"Lo kira lo bagus tuh begitu anjing wkwkw",yes
"Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha",yes
"Lu Mati ajalah . Udah biar gak bikin ribet",yes
"SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA",yes
"MATI KAU NAJIS KONTOL BANGSAT MATI KAU",yes
"youtuber toxic, tutup akunmu sekalian tutup usia",yes
"Manusia apa hewan sih kok gak punya hati banget",yes
"Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.",yes
"maklum anak kurang pendidikan kayak gitu gak punya akhlak",yes
"Anjing memang anak gak tau diri. ibunya sampai nangis2",yes
"oi babi gue bunuh lu kalau sampai kelihatan sumpah",yes
"Heee sampah lu udah gua maafin TAPI BOONG GOBLOK",yes
"ANJING SINI LO BAKU HANTAM AYO",yes
"DIKASIH BIDADARI MAUNYA BONEKA SANTET",yes
"Intinya gasuka ajg selama ada listy . Ngrusak suasana",yes
"Di foto ini ada 2 anjing dan 1 kontol",yes
"Puny cewk baik di selingkuhin g ngotak",yes
"Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa",yes
"Ini anjing Kok mirip ya sama Erick",yes
"Muka Pas""an sok sok an mau sm lonte lo anjing",yes
"Lu sama anjingnya, lebih baik anjingnya",yes
"IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DRIPADA LO",yes
"Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego",yes
"TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR",yes
"loh kok ak liatnya anjing semua yaa",yes
"Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item",yes
"Mantan Anjing, eh kebalik anjing mantan",yes
"Wiii anjay kapan lagi liat babi megang 2 anjing",yes
"Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari",yes
"Babi g pantes nyentuh anjingnya bidadari, nanti kotor.",yes
"SESAMA ANJING FOTO DULU YA KAN",yes
"potret seorjing memegang anjing kwkw",yes
"WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA",yes
"kalo lomba sama""an sm babi, babi nya nmr 2",yes
"Si anjing ketika berfoto dengan si anjing",yes
"erikontolim manusia babi anak lonte",yes
"Anjing sekarang hebat ya, bisa pake kacamata",yes
"Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg",yes
"dasar orang tua gada akhlak,ngajarin anaknya yang ga bener",yes
"Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu",yes
"Babi lagi main ma anjing :)",yes
"Dikasi BIDADARI MALAH PILIH BABI",yes
"BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN…",yes
"Dikasih bidadari malah milih setan",yes
"SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!",yes
"Pantes banyak utang buat bayar lonte",yes
"2 3 tutup botol muka lu kek kontol wkwk",yes
"Keliatan bgt anjingnya ketakutan foto sama dakjal",yes
"Lebih najis elu daripada anjing!",yes
"2 ekor anjing dan satu buaya makan jambut",yes
"Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol",yes
"Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada",yes
"Potret ketika anjing poto dengan setan",yes
"BANTU BEDAINN WOYY MANA ANJING MANA BABI",yes
"3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw",yes
"Kasian gue sama anjingnya dipegang dajjal",yes
"Kasian anjing nya di pegang babi",yes
"Lo itu kontol gak guna ajg anak dakjal",yes
"mukak lu lebih buruk daripada anjing lu",yes
"dikasi yang bening malah milih yang dakian",yes
"Mending masuk penjara lagi aja dah seumur hidup",yes
"Kok lbih lucu anjingnya ya ktimbang orangnya",yes
"Akhirnya jesica bisa lepas dari kambing hitam ini",yes
"Kasian anjingnya dipeluk sma sampahh",yes
"udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh, ga nyangka idola gua sesampah itu.",yes
"Gua gabisa bedain mana anjing mana manusia, keliatannya sama",yes
"@abatartila Ada ada aja kaya gini di bilang king, king muke nya udh kaya tai musang",yes
"Ninggalin berlian demi tai babi dih",yes
"ganteng kaga lu begitu malah keliatan kaya daki kontol",yes
"Mukak lo kayak tapir kuda asu sok ganteng banget lo",yes
"Maap ye…muke lu udh jelek kaga usah sok selingkuh,cakepan anjing gua noh",yes
"Apa si hebatnya banci yg badannya penuh koreng kaya lo",yes
"Gini dong bersihan kaga kek tahun tahun sebelumnya dekil",yes
"Muka lu keriput kek aki aki",yes
"kebanyakan nyabu jadi kurus lu",yes
"NARKOBOYY NGELUARIN LIDAHH, AJG MAU APA, MAU TES URIN",yes
"Fotolu pede anjrit muka lu tu anjrit",yes
"Hidup itu jngn keterlaluan boss playboy amat ajg luu",yes
"Mukalu kek aktor bokep bgst mending ngobat aja luu",yes
"dah jelek semangattt pulak WKWK",yes
"Muka nya kok gitu, seren bikin mual liatnya",yes
"Sana anjing ngewe ama lonte bangsat",yes
"Muka kek kontol mending di penjara",yes
"muka kek banci dih najis",yes
"Ntar Mati dalam keadaan konyol",yes
"mau bilang jelek nya ga enak hehe …",yes
"Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat…",yes
"NIH ORANG KALO LOMBA MIRIP BABI,BABINYA JUARA 2",yes
"Titisan dakjal emg lo nyet",yes
"Et muka lu aje gitu dih hahaha. Biarin aja sampah ketemu sampah biar busuk bersama",yes
"Jijik astagah sok bat cakep njs",yes
"udah buriq brengsek pula pantes aja dapet lonte",yes
"MUKA KAMPUNG GAYA SOK SOAN KOTA NYET",yes
"Ngapa lidah Lo stroke amin deh kalau gtu",yes
"Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu",yes
"Org kampung otak dusun gaya sosoan hype. Ttep aja gabisa nutupin muka babu lu.",yes
"Cowo foto liatin lidah nya jam ah jijik gue. Apa lagi minus akhlak kek gini",yes
"ANJING gue jg ogah liat muke lu",yes
"paan melet melet mau jilat tai tabi?",yes
"Setan emg melet2 teross jijik asuuu",yes
"ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad",yes
"Apaan si melet2 sok ganteng",yes
"Muka kek slangkangan biawak aje bnyk blagu lu",yes
"Anjing gk pantes sama bidadari.",yes
"MELET MULU SETAN KAYA ULAR",yes
"Njr melet melet gw kirain hewan",yes
"Gtu aj dh kek anjg lo kang",yes
"Ih ko melet2 si kaya hewan aja wkwkwkwk",yes
"Iuu milih iblis drpd bidadarii kwkwkw jyjyq",yes
"MELET2 UDAH KAYA ANJING, EH KAN EMAH ANJING",yes
"ga nyadar aja nih sampah HAHA",yes
"Lidah banyak kuman and virus nih",yes
"Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib",yes
"Napa lu balik dari penjara sih?",yes
"selama dipenjara apalo sikat gigi? KOK BAU YA, BAUBAU AROMA BANGSATTTT",yes
"Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?",yes
"ih mukanya kek anjing rumah gwa",yes
"woi anak anjing ngapain lu hidup bgst",yes
"Udah jelek gak usah d jelek2 in lagi bro",yes
"Ganteng kagak berbakat juga kagak kelebihannya dimana cobak?",yes
"Benci aja Ama orang jelek pake selingkuh segala",yes
"Udah tutup mulut nya bau kambing",yes
"Jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nntn yah",yes
"Apa ganteng nyasih anjing.. Kucel gini jadiin model",yes
"keknya dia ngeliat masa depan yang hancur deh",yes
"INGETT HIDUP LO DULU GA SEENAK INI RIKKK. HIDUP LO SUSAH!!!! SALAM TEMEN SMP PAS LO BURIKKK. EH SKRG SAMA AJA",yes
"Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah….oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.",yes
"dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh",yes
"Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet",yes
"Dulu Bahagia Sekarang Banyak Utang",yes
"iri kok sama babi hahah najis",yes
"LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI",yes
"Jelek aja tukang selingkuh lo buriq !",yes
"Rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik, sayang nya lu ngecewain org lain gimana mo masuk surga",yes
"Cocok kok, emang orang baik mah buat org baik, kalo yg bejat mah emang cocok buat yang bejat juga ehehe",yes
"ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT",yes
"Cocok banget sama2 orang gak bener biar lah dia hancur bersama",yes
"EH KEK ADA PENAMPAKAN LONTE",yes
"Meninggalkan berlian demi Tai Sapi",yes
"Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri",yes
"Pantes disini mulainya si ajg berulah",yes
"Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!",yes
"Buah nangka buah kemanggi gak ada akhlak lu babi",yes
"Perlahan karirmu ancur bro dan lu akan kembali kebawan",yes
"Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha",yes
"ngapain juga nginap di rumah cowo, gaada keluarga lg lo?",yes
"Eh ada pelakor, pas banget frame ke tiga, orang ke 3",yes
"Anak gblk dikasi berlian malah milih kerikil",yes
"Dikasih bidadari malah milih dajjal awokawok:v",yes
"Kesihan gue sama org otak dangkal kek gini",yes
"Murahh banget lo jijik gue …. Dikick EVOS mlah open BO",yes
"senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing",yes
"Indahnya pemandangan banyak LonT lonT mau di jual",yes
"bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri",yes
"dikasih hati yg malaikat milih yg berhati iblis greget:(",yes
"Di kasih bidadari malah pilih kotoran",yes
"Dikasih bidadari malah minta lonte",yes
"Gajadi beli Model murahan barang pasti murahan",yes
"Modelny aja murahan apalagi barangnya",yes
"muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu",yes
"Males beli gua,gara gara ada lonte",yes
"Padahal bulug gini ya mukanya.. ehh,, maaf..",yes
"Dikasih bidadari malah milih sampah",yes
"yaelah muka pas""an aja bangga lu njing",yes
"Wah ibarat lebih milih iblis daripada bidadari haha",yes
"@rangga_kanahaya knp gk truck sampah, kek mukanya sampah",yes
"Gajadi beli, takut ketularan lonte nya",yes
"Jangan beli baju lonte entar kena sial",yes
"Dasar cewe lo itu LONTE tau kau!",yes
"Itu ditengah manusia apa monyet kok kulitnya bercorak batik",yes
"Muka lu sama anjing gwe..lebih ganteng anjing gwe rik",yes
"Buat kalian para pens lonte jgn tkut listi Miskin krna dipecat, krna dia bsa kaya lgi, dgn cara ya nglonte",yes
"Etdah ninggalin yang baik demi lonte, situ waras mas wkwk",yes
"Gw melihat cewek murahan di postingan ini",yes
"yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?",yes
"Ih ko muka jelek banget siii serem kek setan",yes
"Itu yang foto ketiga jablay murahan bukan?",yes
"Jelek aja tukang selingkuh lo buriq !!!!",yes
"Dekil tatoan, mampus karir Lo hancurr pantek",yes
"Udah ada berlian malah milih batu nisan",yes
"Alasan setan ama setan, KARNA KALO SETAN SAMA BIDADARI, SAYAPNYA RONTOK, DICEKER, DIGIGIT, DIJAMBAK2",yes
"Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek",yes
"Setan ma setan mahh emg cocokk udee",yes
"Lonte kurus pucet kek mayat hidup",yes
"Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun",yes
"bego anak orang udah ga perawan noh gara"" lu wkwkw",yes
"Frustasi..Sudah habis uangnya..Kasihannn",yes
"Hadehh muka kaya tong sampah .",yes
"Ni org jelek ga ada obat.kok jj mau liat apa ya..",yes
"Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha",yes
"jelek dapet selingkuhan jelek juga keren yaa imbang wkkw",yes
"BUNUH DIRI LAH SONO GOBLOX",yes
"Erick masuk neraka jalur selingkuh bos",yes
"Jadi gila kau rupanya karna gak laku lagi di YouTube",yes
"Kasian yah sdh stress banyak masalah",yes
"Kok jatohnya malah kek ajg sih rikkk",yes
"Karir turun jadi autis kasian hahah",yes
"Udah mau autis iya bg awokawkk",yes
"Kasian masih muda udah stresss",yes
"Idih mak lampir, dibanding uya ma lu, lu bagaikan butiran debu,, lu dikenal karena bacot… rajin2 ngaca deh",yes
"Anjirlah muka lo kek kuntilanak malah sok cantik",yes
"Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama"" jadi jijik kenapa gak sekalian bisu aja",yes
"cantikan waktu berisi dulu… sekarang kurus bgt, kurus begini auranya kurang",yes
"cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?",yes
"Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu",yes
"Muka lu kok cabul banget sih bg hahah",yes
"Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak",yes
"Pengen gw pacul mulut lo!! woii anjeng busuk",yes
"Kasihan ya , Nagita punya suami kerjaannya berzinah terus",yes
"lu lebih gak sopan, mukak lu kayak babi!",yes
"ORANG INI TERLIHAT SANGAT SANGAT STRES DAN GILA",yes
"Gua kalai jadi tuhan gaakan gua jadiin dia ini manusia, lebih pante ga hidup ini orang di dunia, akhlaknya gaada tolol bangsat",yes
